item,item_count,iterations_count,time_in_nanoseconds
187624,4688,13,1058
2481,4689,17,2260
786771,4690,13,1111
24797,4691,16,1362
909045,4692,16,1692
990725,4693,15,1260
313564,4694,12,1351
274958,4695,12,1018
749564,4696,14,1187
219139,4697,16,35346
840437,4698,14,1698
654865,4699,15,1315
209800,4700,14,1123
525120,4701,14,1101
519214,4702,16,1297
411183,4703,14,1579
870982,4704,14,1264
936014,4705,12,930
553676,4706,16,1248
553259,4707,13,391
711250,4708,15,1397
779263,4709,19,1667
791522,4710,15,1033
156439,4711,14,957
981082,4712,14,1303
822727,4713,15,1139
161161,4714,14,923
922050,4715,12,802
511985,4716,14,1050
963647,4717,15,1569
447740,4718,15,1749
605199,4719,17,1202
258866,4720,13,1430
95750,4721,15,1352
660754,4722,14,1447
645857,4723,13,1256
381327,4724,13,20567
619842,4725,15,2883
165848,4726,17,2467
626610,4727,15,1593
310133,4728,12,1108
220356,4729,13,1185
72074,4730,14,1873
663171,4731,15,1443
430813,4732,14,1338
173450,4733,16,1442
679790,4734,15,2094
602734,4735,16,1780
724722,4736,14,1737
942558,4737,15,2045
44046,4738,16,2097
201559,4739,13,1002
186202,4740,15,1157
602139,4741,15,698
649360,4742,15,1638
416705,4743,15,1662
824420,4744,13,1550
377679,4745,13,1435
188595,4746,14,1017
17148,4747,16,1595
859212,4748,15,1646
326376,4749,13,1212
7676,4750,17,2002
817837,4751,13,955
531705,4752,13,1037
567371,4753,17,2052
10502,4754,14,1097
8900,4755,14,354
536822,4756,16,1628
746428,4757,16,1567
724675,4758,15,1157
743132,4759,14,918
278495,4760,13,1495
922999,4761,14,1642
467996,4762,16,2116
710291,4763,14,1336
206060,4764,19,2301
48843,4765,15,1047
35305,4766,15,1199
817885,4767,16,1471
287219,4768,14,1403
267270,4769,12,892
41977,4770,14,810
71775,4771,15,1368
439408,4772,13,1296
321114,4773,15,1956
869942,4774,14,1954
351552,4775,13,1288
932998,4776,16,1843
547803,4777,14,1602
44170,4778,17,1377
544554,4779,13,893
642012,4780,14,1359
707082,4781,15,1296
394573,4782,13,1373
844782,4783,13,1203
92625,4784,13,1305
723920,4785,12,548
545929,4786,16,1252
440836,4787,11,925
610909,4788,14,1727
771462,4789,14,1280
78630,4790,12,837
837616,4791,14,1507
800389,4792,17,2081
307761,4793,15,2198
410679,4794,15,2139
987967,4795,14,1354
328314,4796,14,1799
540683,4797,14,821
6495,4798,16,1256
719409,4799,17,2082
252559,4800,13,1143
636412,4801,15,1531
572129,4802,13,1163
541297,4803,14,353
2966,4804,16,1310
152808,4805,14,1849
175876,4806,16,1852
635711,4807,15,883
837206,4808,11,648
293474,4809,14,1454
586207,4810,15,20792
187882,4811,13,897
885118,4812,17,1704
941766,4813,11,844
658697,4814,15,1828
627129,4815,16,1775
463619,4816,16,2058
93777,4817,14,1380
77777,4818,13,978
361805,4819,15,1618
795007,4820,16,1198
545925,4821,16,995
279074,4822,16,1652
17333,4823,18,1652
485666,4824,15,4139
784308,4825,13,1153
283821,4826,14,1226
850162,4827,12,1290
136265,4828,15,1343
201340,4829,16,1765
947767,4830,14,1531
508734,4831,12,953
898823,4832,15,4639
916210,4833,15,1830
327445,4834,15,1182
420973,4835,15,1927
212546,4836,14,995
837486,4837,13,856
749493,4838,17,2101
3285,4839,14,854
430974,4840,13,1038
34412,4841,16,1374
833959,4842,14,1564
179417,4843,13,866
951757,4844,13,1371
457582,4845,13,17016
468309,4846,16,1427
302180,4847,14,1312
142737,4848,17,1302
545600,4849,17,1294
171233,4850,14,1133
637554,4851,15,1509
491991,4852,14,983
478170,4853,16,1558
427720,4854,13,831
194450,4855,16,1583
455571,4856,14,848
66778,4857,15,1420
588036,4858,15,1426
395673,4859,15,953
355684,4860,13,1553
330174,4861,11,787
879695,4862,15,1495
199070,4863,15,1151
892872,4864,14,1499
420739,4865,14,1245
860974,4866,18,2202
482468,4867,14,743
948402,4868,15,1413
910458,4869,12,965
520860,4870,15,1816
775303,4871,14,1123
102759,4872,15,1464
221986,4873,14,1306
260116,4874,14,1368
212161,4875,14,896
587260,4876,14,1110
594614,4877,16,1311
323581,4878,12,1284
286902,4879,13,751
380461,4880,13,1069
337378,4881,14,1424
157335,4882,15,1287
804979,4883,19,26934
298672,4884,13,1548
744557,4885,13,1467
592251,4886,14,1373
777474,4887,14,1314
785235,4888,12,833
890820,4889,14,1756
703621,4890,15,5931
359052,4891,12,1051
590073,4892,14,948
556083,4893,15,1423
479004,4894,18,2118
755095,4895,14,1135
780530,4896,11,611
116975,4897,14,1200
456991,4898,13,926
788271,4899,14,1245
38262,4900,18,1940
809104,4901,20,1193
156141,4902,18,1806
3875,4903,14,943
197246,4904,14,1644
328283,4905,14,1155
499665,4906,16,1366
733607,4907,17,2031
802048,4908,14,840
845117,4909,13,1352
414536,4910,16,1397
641367,4911,14,1383
369093,4912,14,1160
482261,4913,17,1608
766449,4914,13,1003
419995,4915,15,1197
693416,4916,14,1278
169576,4917,13,1461
424913,4918,13,1109
36261,4919,15,1253
661165,4920,15,1520
194680,4921,13,1118
249983,4922,15,1585
101719,4923,14,1821
423995,4924,13,847
472878,4925,14,1061
219762,4926,13,1234
438018,4927,17,1844
389687,4928,16,1606
783476,4929,16,1822
695205,4930,13,1022
483338,4931,14,574
933951,4932,14,1946
799327,4933,15,1274
405028,4934,15,1227
941541,4935,11,694
19520,4936,16,1180
725962,4937,16,1296
790135,4938,16,1634
947842,4939,14,1336
99317,4940,15,1369
458558,4941,12,949
188904,4942,16,1691
823814,4943,12,1264
435708,4944,16,1487
21709,4945,15,940
81393,4946,16,2012
44337,4947,17,1423
873046,4948,16,1915
34430,4949,17,1278
407623,4950,13,818
307871,4951,14,1451
637499,4952,17,1432
190946,4953,13,703
81917,4954,14,504
575339,4955,14,1198
680024,4956,16,2028
282117,4957,12,1335
956951,4958,14,1516
117422,4959,14,1115
77671,4960,15,1585
325568,4961,14,1464
312108,4962,11,696
171237,4963,16,1526
381352,4964,15,1584
983596,4965,16,2455
75510,4966,13,1413
228849,4967,16,2109
510785,4968,13,1105
319793,4969,12,1125
660026,4970,12,989
930231,4971,13,1513
493167,4972,14,1190
216636,4973,14,1200
1742,4974,16,1378
109287,4975,14,1530
366376,4976,15,1274
83535,4977,13,1036
237260,4978,14,864
202138,4979,14,1343
928975,4980,12,565
767602,4981,15,1787
536213,4982,16,1673
915731,4983,13,958
835911,4984,14,2007
603954,4985,17,1693
891947,4986,12,1055
411301,4987,14,1177
86395,4988,16,1749
182653,4989,13,829
66302,4990,17,1371
186004,4991,16,1435
874456,4992,13,1520
596327,4993,13,880
740005,4994,15,1816
952582,4995,14,1571
478584,4996,15,1789
834199,4997,16,1391
732906,4998,14,1183
727381,4999,13,783
832724,5000,12,352
40590,5001,17,1859
828010,5002,13,1152
450563,5003,13,1055
475259,5004,14,1357
184497,5005,13,739
927391,5006,11,828
210844,5007,14,1205
249182,5008,14,1031
435060,5009,13,917
770939,5010,15,1560
779303,5011,16,1241
345032,5012,17,1930
641637,5013,15,1262
734122,5014,13,727
296712,5015,14,1501
738474,5016,14,1134
759506,5017,15,1238
643386,5018,15,1430
497781,5019,16,1305
182740,5020,16,1209
311833,5021,13,1365
716759,5022,13,1030
919891,5023,14,795
672768,5024,13,1050
944394,5025,15,2088
310255,5026,16,1476
173548,5027,13,962
309513,5028,13,334
886970,5029,12,1052
93684,5030,17,2246
492815,5031,14,742
228409,5032,13,1409
622823,5033,15,1407
510400,5034,14,1271
788613,5035,13,1000
119295,5036,15,1527
760451,5037,13,1230
516498,5038,16,1498
132139,5039,16,1240
735295,5040,13,627
587615,5041,14,1245
877622,5042,16,1317
600369,5043,16,1578
737348,5044,15,1346
875957,5045,17,1571
597891,5046,16,1369
870254,5047,14,1247
373137,5048,14,1158
707922,5049,15,1362
277566,5050,13,1494
29021,5051,16,1209
500181,5052,14,1138
422238,5053,15,2144
309277,5054,15,1062
487544,5055,13,811
173116,5056,15,1599
591753,5057,14,1927
300453,5058,13,1502
529647,5059,16,1495
492514,5060,18,1512
773908,5061,16,1662
293172,5062,15,1960
949381,5063,13,1547
444450,5064,14,1565
221177,5065,15,1839
655515,5066,13,1383
752840,5067,16,1858
820301,5068,15,1588
870009,5069,14,1695
265187,5070,12,967
398443,5071,15,2189
583095,5072,15,1468
862016,5073,13,1193
535793,5074,13,1035
681985,5075,11,873
193643,5076,15,1794
830006,5077,16,1597
146372,5078,14,1475
573336,5079,15,1262
801662,5080,13,1471
150244,5081,18,1128
331482,5082,15,2156
706160,5083,14,1694
211201,5084,17,2110
25985,5085,15,1522
230962,5086,13,1206
154583,5087,15,1060
204688,5088,12,977
947737,5089,13,1539
137261,5090,15,1228
798754,5091,15,1504
438919,5092,13,1166
307801,5093,15,2119
799886,5094,15,1159
104009,5095,17,1840
276308,5096,13,1151
16633,5097,16,2101
630368,5098,16,1847
985568,5099,14,1977
437160,5100,12,854
98566,5101,16,1559
868279,5102,13,1194
644590,5103,14,2015
401160,5104,13,1738
533451,5105,14,1198
413582,5106,13,849
964524,5107,13,1262
5504,5108,17,1280
713371,5109,17,2042
257296,5110,14,1685
966299,5111,13,1042
769142,5112,14,1398
536062,5113,17,1621
746482,5114,16,2022
619394,5115,15,1769
840668,5116,14,1587
98294,5117,13,991
522941,5118,15,1288
340867,5119,13,1573
629567,5120,17,1281
439852,5121,12,962
65321,5122,12,1177
936985,5123,13,1535
227069,5124,15,1621
979772,5125,12,983
997861,5126,15,1644
757361,5127,16,1729
251795,5128,16,1797
644148,5129,13,1019
773409,5130,13,318
785108,5131,15,1285
932447,5132,14,1143
268209,5133,15,1565
46921,5134,15,1268
887094,5135,16,2344
866420,5136,16,1819
604531,5137,15,1598
319813,5138,16,2891
238407,5139,14,1800
228506,5140,14,1875
293579,5141,15,2036
975756,5142,16,2547
661565,5143,12,1368
180691,5144,15,1962
523946,5145,16,2242
528296,5146,13,856
130410,5147,17,2465
686960,5148,14,2263
142112,5149,16,6635
148754,5150,15,1122
746958,5151,13,1191
798520,5152,16,2281
732927,5153,19,2392
30121,5154,17,2489
450759,5155,13,1272
188338,5156,15,1553
962078,5157,14,1620
74319,5158,15,2083
558115,5159,15,1652
35408,5160,15,1386
759993,5161,15,1772
570400,5162,15,1393
31318,5163,13,659
182840,5164,16,1649
894646,5165,17,2644
447632,5166,13,1130
517063,5167,13,1020
209199,5168,15,1765
463490,5169,15,1692
997536,5170,16,1819
361604,5171,13,6704
797540,5172,18,1610
626842,5173,13,1349
920893,5174,15,2053
386838,5175,13,1018
485463,5176,16,1619
397798,5177,13,1257
1269,5178,17,1657
401264,5179,15,1395
811684,5180,15,1399
744895,5181,15,1336
97302,5182,12,955
638081,5183,13,931
400176,5184,15,1463
229969,5185,14,1370
928613,5186,14,2041
229545,5187,16,713
837487,5188,13,40286
100124,5189,17,8198
341496,5190,12,1164
377736,5191,13,914
192911,5192,15,1274
794517,5193,17,2311
865649,5194,17,1425
942513,5195,14,1456
21444,5196,15,1422
238505,5197,17,1458
327063,5198,11,781
497853,5199,13,1219
50289,5200,14,1437
282081,5201,15,1456
528018,5202,15,1781
263612,5203,15,1921
807024,5204,13,926
767264,5205,15,1269
310275,5206,15,1533
182727,5207,17,1532
264574,5208,15,799
912842,5209,15,1803
508798,5210,15,1479
121713,5211,17,1847
362374,5212,17,1445
258047,5213,14,1016
673445,5214,13,1206
808028,5215,13,821
632584,5216,15,1262
901765,5217,16,1559
431906,5218,15,2104
664871,5219,17,1687
627366,5220,15,1100
140292,5221,16,1497
464256,5222,13,994
538437,5223,13,1105
83339,5224,15,1461
428650,5225,12,846
810279,5226,16,1104
308201,5227,14,1202
435064,5228,15,879
142447,5229,17,1393
594674,5230,17,1811
919517,5231,13,1347
684,5232,17,1640
192691,5233,16,1279
45231,5234,14,1091
846066,5235,15,2304
769008,5236,16,1401
743491,5237,16,1510
118258,5238,15,1197
864594,5239,13,1085
593276,5240,15,849
519930,5241,14,1097
924886,5242,12,876
104817,5243,14,870
352713,5244,17,2254
553220,5245,15,1561
121809,5246,15,570
637474,5247,16,1352
671348,5248,16,2048
778686,5249,15,1612
156339,5250,16,1519
425350,5251,18,1360
8332,5252,17,1692
18617,5253,16,1077
199803,5254,14,1429
310559,5255,12,723
396856,5256,13,1386
238942,5257,14,992
156182,5258,17,697
666882,5259,15,925
906376,5260,15,1201
942123,5261,12,1106
554997,5262,13,879
654187,5263,14,1112
58262,5264,16,2037
944731,5265,12,1002
164297,5266,15,960
356011,5267,15,1251
500056,5268,16,1556
736036,5269,15,1510
217438,5270,13,1285
803836,5271,13,1144
729926,5272,14,1185
527898,5273,15,911
498641,5274,13,544
264565,5275,16,922
558242,5276,14,851
843185,5277,13,1226
986096,5278,14,1497
196760,5279,16,1381
925801,5280,15,1209
36383,5281,15,1178
501420,5282,14,578
425033,5283,15,887
664084,5284,12,724
112352,5285,16,1474
31677,5286,13,601
67482,5287,14,1205
708875,5288,15,1648
5587,5289,17,1107
52179,5290,17,1560
207873,5291,14,1331
931879,5292,13,979
422018,5293,12,948
848884,5294,12,1064
873707,5295,13,850
863394,5296,15,3690
262271,5297,13,827
377334,5298,12,1094
878313,5299,15,1441
282014,5300,14,1129
26153,5301,15,1138
807067,5302,13,760
607753,5303,17,1805
624782,5304,14,1082
588686,5305,14,814
717700,5306,15,1661
549568,5307,13,1013
156869,5308,17,1446
214506,5309,14,988
470868,5310,15,1590
935234,5311,13,1309
248921,5312,14,904
268046,5313,14,1549
652514,5314,15,1541
885556,5315,14,1051
560052,5316,13,876
757916,5317,13,1116
780314,5318,13,1217
773177,5319,13,1273
289975,5320,14,1499
875503,5321,14,887
570225,5322,14,1225
557865,5323,18,1602
700618,5324,12,1019
942167,5325,14,766
249602,5326,17,1238
927904,5327,13,882
171268,5328,16,1677
172034,5329,18,1345
807562,5330,13,497
82866,5331,14,1035
393524,5332,15,1679
936566,5333,13,893
62909,5334,13,881
366588,5335,14,1305
986314,5336,17,1542
555578,5337,15,1311
609090,5338,17,958
501590,5339,13,927
753893,5340,17,3551
816469,5341,16,1667
587602,5342,17,1849
183908,5343,16,1116
463802,5344,16,1429
270894,5345,12,707
361768,5346,14,914
236556,5347,15,1743
200733,5348,16,1562
729746,5349,13,832
953126,5350,13,1011
620418,5351,12,847
442352,5352,13,995
802132,5353,15,1362
56324,5354,15,1402
612286,5355,15,1213
773605,5356,16,1191
124751,5357,17,1351
434229,5358,13,736
776271,5359,14,1042
929905,5360,12,784
363719,5361,16,1662
161624,5362,13,1241
484745,5363,15,1287
819535,5364,18,1196
316590,5365,14,1451
684951,5366,12,1061
569306,5367,16,1438
450605,5368,15,1186
972738,5369,14,1448
964640,5370,15,1425
344251,5371,12,1020
729591,5372,13,998
284563,5373,17,1727
408574,5374,14,1458
17026,5375,15,1112
105087,5376,16,1240
997539,5377,16,1353
601939,5378,15,912
785492,5379,14,1155
837830,5380,15,1488
487270,5381,13,690
281588,5382,12,872
561463,5383,14,785
810282,5384,16,924
389352,5385,14,1101
825953,5386,12,783
800453,5387,13,764
276843,5388,12,1084
933582,5389,13,1235
962719,5390,13,1009
845692,5391,13,1160
509467,5392,13,1135
69748,5393,13,1341
909364,5394,14,1731
606323,5395,14,809
200738,5396,17,1412
502774,5397,13,803
731967,5398,13,806
299111,5399,15,1736
693803,5400,15,1088
676234,5401,14,1216
520177,5402,17,1635
376436,5403,14,1158
651183,5404,15,1460
238474,5405,14,1436
915692,5406,18,1837
861535,5407,16,1523
862492,5408,12,670
701456,5409,15,1054
161974,5410,14,1037
742096,5411,13,1126
469089,5412,14,942
899131,5413,16,1464
932442,5414,15,995
22109,5415,13,1008
20889,5416,15,815
979406,5417,12,928
102427,5418,18,1425
493633,5419,13,932
676817,5420,13,682
509687,5421,13,428
10262,5422,16,1388
343467,5423,14,1415
504568,5424,15,1039
493676,5425,15,410
243571,5426,14,931
168691,5427,14,1084
444642,5428,15,1444
660401,5429,12,651
353927,5430,15,999
836071,5431,12,933
360248,5432,14,1465
255287,5433,13,1048
993866,5434,14,981
248708,5435,16,945
392896,5436,12,982
530974,5437,13,956
728240,5438,13,830
628992,5439,15,1686
886469,5440,14,1580
83803,5441,15,2087
984678,5442,14,1692
463172,5443,14,1155
271587,5444,16,1411
637429,5445,17,1764
36714,5446,15,1393
540919,5447,17,2769
880689,5448,14,1227
661289,5449,15,1459
783431,5450,15,1564
748790,5451,14,1177
585931,5452,16,1622
367086,5453,13,941
496620,5454,15,1027
94496,5455,13,1154
785978,5456,13,657
110867,5457,13,1048
267176,5458,15,1437
21517,5459,16,1489
674691,5460,13,759
796740,5461,15,1036
778565,5462,15,1331
735710,5463,14,916
737417,5464,14,602
108651,5465,16,1314
627390,5466,16,1409
642543,5467,14,1259
451231,5468,14,1134
153074,5469,15,1274
458269,5470,14,1295
46313,5471,14,1059
246894,5472,15,1299
314215,5473,12,1015
446133,5474,16,1693
633781,5475,16,1056
178559,5476,15,1598
663673,5477,15,984
245689,5478,18,1553
977355,5479,14,1817
935142,5480,12,827
490463,5481,20,1929
515896,5482,17,1514
129832,5483,14,879
568652,5484,14,1162
246552,5485,17,1012
164982,5486,14,862
219294,5487,15,1291
478167,5488,14,1099
714061,5489,14,1135
862312,5490,15,1638
782085,5491,13,1145
808312,5492,15,1161
540690,5493,14,1241
195787,5494,14,1210
216591,5495,14,897
279248,5496,12,821
230411,5497,17,1652
651681,5498,14,1040
283513,5499,14,1382
870208,5500,14,1282
242923,5501,16,921
559369,5502,15,1100
378142,5503,13,891
286604,5504,15,1933
373080,5505,15,1253
573434,5506,15,1325
668774,5507,15,1147
119595,5508,15,1341
802987,5509,13,1217
219164,5510,16,1381
226843,5511,17,1680
67629,5512,15,2393
145363,5513,16,1410
599043,5514,15,1282
60764,5515,13,1058
10313,5516,15,1223
976729,5517,15,1489
508744,5518,14,1155
434282,5519,16,1496
349762,5520,16,2090
716734,5521,15,6953
433990,5522,17,1491
631008,5523,13,1157
440310,5524,13,1496
561472,5525,19,2113
445294,5526,16,1691
507519,5527,15,1393
39811,5528,14,1267
689019,5529,13,1081
608328,5530,14,1103
840935,5531,13,1250
329110,5532,14,1959
881773,5533,16,1460
672262,5534,15,1373
897122,5535,13,1172
997137,5536,15,1501
882258,5537,13,529
393478,5538,14,1763
403547,5539,13,1007
273560,5540,13,1453
991790,5541,17,1388
558885,5542,15,1303
504748,5543,15,1470
912377,5544,14,1779
278889,5545,15,1526
581306,5546,16,2385
543765,5547,15,1622
502966,5548,13,732
895124,5549,16,1660
131446,5550,14,1538
774664,5551,15,1607
31727,5552,15,1563
717705,5553,16,1492
204822,5554,14,1183
784416,5555,17,1995
773424,5556,16,1709
400881,5557,17,2231
536642,5558,18,2472
601842,5559,15,1084
759125,5560,13,1031
835744,5561,15,2036
660934,5562,16,2019
710524,5563,14,1308
421974,5564,14,1473
411930,5565,16,1199
529194,5566,14,1599
974715,5567,15,1870
452851,5568,13,1335
740921,5569,13,1229
416303,5570,14,1387
234072,5571,13,1715
468541,5572,17,2037
64678,5573,13,1360
288745,5574,15,1885
620930,5575,15,1860
339518,5576,13,1785
888453,5577,15,2132
332596,5578,12,1584
56343,5579,15,1134
842950,5580,15,2005
760109,5581,14,935
470996,5582,14,1280
128891,5583,17,2696
132115,5584,17,1959
323540,5585,13,1215
966125,5586,12,1492
671884,5587,15,1692
83164,5588,15,1621
846474,5589,14,1743
37915,5590,14,1065
905964,5591,16,1779
408378,5592,14,2075
206364,5593,14,1347
343919,5594,14,1667
650813,5595,14,1410
66868,5596,12,927
90841,5597,14,4345
806087,5598,14,1444
625579,5599,15,1565
718181,5600,15,1414
184433,5601,15,1344
347593,5602,18,1904
415330,5603,15,1234
208972,5604,17,1550
600312,5605,17,1834
682044,5606,13,1205
790497,5607,15,1674
270448,5608,14,1334
315594,5609,13,1942
777730,5610,13,1240
329766,5611,11,867
414702,5612,14,1020
255497,5613,13,1238
473398,5614,17,2003
6409,5615,14,1326
276640,5616,15,1981
831006,5617,13,1611
274469,5618,13,895
66284,5619,15,1389
169262,5620,14,1204
747789,5621,15,1412
778609,5622,16,1459
452710,5623,15,1629
537812,5624,15,1492
137752,5625,18,2168
851628,5626,12,1453
623267,5627,14,1323
783500,5628,17,1485
180658,5629,16,1206
672503,5630,13,1389
715163,5631,15,1795
779166,5632,18,1210
608679,5633,16,2031
227260,5634,12,1021
202618,5635,13,875
84488,5636,13,964
53746,5637,15,1540
984204,5638,15,1366
532611,5639,18,1453
682398,5640,14,1114
941691,5641,13,1230
110343,5642,15,1501
833441,5643,14,1316
116940,5644,17,1391
598064,5645,16,1261
51572,5646,14,974
464076,5647,14,1173
254327,5648,13,1314
509246,5649,15,1350
266609,5650,13,887
723540,5651,16,1607
484098,5652,18,2036
236204,5653,16,1413
480644,5654,19,1548
57038,5655,15,1169
190637,5656,15,1241
194196,5657,15,1125
209167,5658,16,1381
106520,5659,13,1097
376535,5660,14,1300
109376,5661,15,869
208290,5662,16,798
694921,5663,15,1635
160484,5664,16,1393
863709,5665,16,1653
978987,5666,12,956
129210,5667,14,873
935993,5668,14,1235
194142,5669,16,633
815048,5670,13,1038
560940,5671,15,1241
153700,5672,14,953
434032,5673,15,1635
481853,5674,15,848
359636,5675,13,1178
72921,5676,15,1592
190869,5677,15,649
660033,5678,14,1340
831114,5679,13,914
72600,5680,13,448
2400,5681,16,1439
56499,5682,16,1184
642442,5683,15,1649
523626,5684,17,1898
733836,5685,13,1102
564714,5686,14,1178
394980,5687,15,1722
973833,5688,15,1413
142712,5689,23,1567
262057,5690,15,1366
143110,5691,16,283
845087,5692,14,1266
457539,5693,15,1390
769394,5694,14,987
120356,5695,14,1418
353831,5696,16,1494
354304,5697,14,905
298801,5698,13,1132
327169,5699,15,1426
267888,5700,15,1082
407766,5701,13,862
931801,5702,15,1166
204125,5703,13,760
956224,5704,18,2225
16183,5705,14,1082
170829,5706,16,1594
55995,5707,13,681
152853,5708,15,1028
450427,5709,15,1109
923060,5710,14,1450
797454,5711,17,1921
10951,5712,17,1390
369752,5713,15,1504
891951,5714,14,1366
396031,5715,14,1095
338697,5716,13,951
759360,5717,15,1361
577319,5718,16,1709
97054,5719,14,1133
22670,5720,13,884
210391,5721,17,1035
686847,5722,15,1135
23010,5723,13,605
41352,5724,15,1134
880912,5725,13,1061
2729,5726,15,1003
669150,5727,13,951
838987,5728,12,941
12451,5729,15,1419
197012,5730,14,1156
271043,5731,15,1341
773200,5732,15,1221
938989,5733,13,1240
948739,5734,17,1488
246732,5735,19,1783
772566,5736,19,1423
738723,5737,14,966
896633,5738,15,1372
945162,5739,16,1351
162595,5740,16,1431
16820,5741,15,917
256080,5742,16,1297
620364,5743,14,1497
476457,5744,15,1574
881787,5745,17,1261
864746,5746,14,1559
210858,5747,15,841
124931,5748,14,1272
742686,5749,15,1182
815166,5750,13,978
671150,5751,16,1324
529822,5752,16,1289
455750,5753,14,1574
389076,5754,15,1653
460128,5755,16,1337
586869,5756,18,1796
413307,5757,13,1028
625996,5758,14,1299
517165,5759,15,1788
550260,5760,14,1271
126170,5761,16,1566
61720,5762,16,1796
65139,5763,12,441
600766,5764,16,1227
486518,5765,14,1130
398665,5766,15,1401
36140,5767,14,1186
506570,5768,15,1067
63433,5769,13,565
508167,5770,13,673
99252,5771,13,918
108840,5772,18,1435
186261,5773,14,1070
224347,5774,12,903
231352,5775,13,844
920610,5776,12,1682
309916,5777,16,1453
686118,5778,13,982
332733,5779,12,863
910333,5780,12,935
320568,5781,13,815
295861,5782,13,1126
996874,5783,14,1050
980447,5784,15,1142
152536,5785,15,976
833644,5786,13,953
417140,5787,13,1037
421066,5788,12,461
936535,5789,14,904
168606,5790,17,1418
971076,5791,15,932
267014,5792,13,906
619898,5793,16,1318
231231,5794,15,573
949894,5795,15,1030
2653,5796,18,1336
424710,5797,15,1103
320241,5798,16,802
54257,5799,13,1779
260032,5800,14,1080
653436,5801,13,1250
459706,5802,13,912
893614,5803,15,1625
823624,5804,14,1239
813619,5805,17,2014
569175,5806,16,1465
129479,5807,17,1555
29142,5808,17,1337
571024,5809,15,931
204138,5810,15,1145
178029,5811,16,1659
238235,5812,14,9795
79139,5813,14,1012
364622,5814,14,1424
504742,5815,16,1289
305971,5816,16,1222
418209,5817,13,929
421707,5818,15,1080
285585,5819,17,1309
682476,5820,15,1286
823610,5821,14,523
653285,5822,15,916
283287,5823,13,602
940134,5824,16,1377
502103,5825,16,1198
728335,5826,16,1562
53360,5827,16,1304
971730,5828,13,1072
793650,5829,15,1589
606973,5830,16,1543
332431,5831,12,965
746204,5832,19,1561
566353,5833,18,1669
458903,5834,14,1117
708779,5835,16,1437
825125,5836,13,1287
873568,5837,15,1413
529417,5838,17,1408
458667,5839,15,673
653289,5840,15,713
893802,5841,16,1428
528695,5842,14,588
117358,5843,14,1133
391168,5844,14,1472
66932,5845,14,1118
384526,5846,16,1834
233012,5847,12,865
541824,5848,18,1557
443382,5849,15,1253
943350,5850,12,1032
483180,5851,14,1253
984575,5852,14,1307
915255,5853,13,1082
509219,5854,16,1454
136218,5855,17,1801
245302,5856,15,1346
345859,5857,15,1582
407691,5858,16,1906
671780,5859,16,1431
938241,5860,12,892
479692,5861,16,1635
735794,5862,18,1936
392890,5863,14,1056
430978,5864,15,1458
664603,5865,14,953
355808,5866,16,1939
731233,5867,14,1127
221990,5868,16,1480
160561,5869,14,1005
814453,5870,12,926
108954,5871,17,2202
969600,5872,14,1559
52478,5873,16,1591
865683,5874,16,1312
77491,5875,16,1676
61009,5876,13,852
205757,5877,15,983
259001,5878,14,1139
151145,5879,15,1069
403881,5880,13,944
482282,5881,15,1217
723952,5882,14,1539
471800,5883,16,2617
122406,5884,14,1191
735073,5885,14,1435
974941,5886,16,1657
119554,5887,16,1526
784795,5888,15,1630
453013,5889,13,1240
748727,5890,16,1701
148119,5891,15,1506
816269,5892,15,1697
66665,5893,14,1330
708243,5894,13,1033
615143,5895,13,1207
659927,5896,13,913
428718,5897,14,1589
851228,5898,12,1155
235073,5899,13,1468
10541,5900,21,2001
32954,5901,14,914
807006,5902,15,1694
616199,5903,12,582
577405,5904,16,1583
991521,5905,16,1609
122305,5906,15,981
742961,5907,14,1383
10993,5908,16,853
406675,5909,13,1159
907026,5910,14,1331
393594,5911,15,1247
238033,5912,14,957
411474,5913,17,1767
977149,5914,15,1047
192682,5915,18,1888
788294,5916,15,1762
5325,5917,18,1639
150999,5918,17,1414
196993,5919,15,1079
385273,5920,14,1543
633054,5921,16,1344
225176,5922,14,1122
894141,5923,13,1404
847578,5924,12,1148
459293,5925,14,1746
273126,5926,14,1315
514441,5927,18,2083
833149,5928,14,1194
922399,5929,15,1822
315276,5930,13,1298
478850,5931,14,1138
95390,5932,16,1627
459471,5933,15,1364
450185,5934,14,854
503974,5935,16,1401
79557,5936,14,1715
34086,5937,15,1338
959941,5938,15,1822
190363,5939,14,1217
667653,5940,14,1414
198282,5941,15,1472
472479,5942,14,983
694810,5943,17,1725
633758,5944,15,1305
664065,5945,13,923
8097,5946,15,1021
856886,5947,12,1108
554818,5948,15,1669
368656,5949,12,947
91413,5950,15,1400
649613,5951,14,1034
560437,5952,16,1221
18420,5953,17,1528
672945,5954,13,733
363273,5955,15,1486
246285,5956,15,1305
144572,5957,14,1372
459885,5958,16,1294
26963,5959,16,1395
278553,5960,13,1498
291393,5961,12,988
105141,5962,15,1098
534230,5963,14,1305
833758,5964,15,2162
658883,5965,15,1326
946106,5966,13,1256
940267,5967,13,1065
666236,5968,19,1577
932386,5969,16,1535
879779,5970,16,1864
958822,5971,12,831
351792,5972,14,1277
543734,5973,15,1136
813218,5974,16,2110
734588,5975,12,848
730931,5976,14,917
535947,5977,15,1188
852257,5978,12,926
218384,5979,13,1296
932287,5980,17,1088
992188,5981,14,3661
