item,item_count,iterations_count,time_in_nanoseconds
587971,2376,17,676
124026,2377,14,539
823602,2378,11,656
397000,2379,14,1066
296827,2380,16,894
431983,2381,11,893
47222,2382,14,923
760749,2383,12,534
874207,2384,14,768
987818,2385,12,926
977238,2386,11,416
757152,2387,13,564
668100,2388,12,346
649165,2389,12,728
406919,2390,11,610
873181,2391,16,458
211051,2392,14,860
322740,2393,14,1222
935218,2394,14,1250
320991,2395,13,508
93008,2396,13,1131
430581,2397,12,552
487207,2398,13,699
258727,2399,14,598
332252,2400,13,749
551040,2401,14,1140
786838,2402,15,1040
739819,2403,15,952
490868,2404,13,631
474594,2405,12,446
401894,2406,12,549
606574,2407,15,752
884507,2408,14,864
961060,2409,12,846
953461,2410,12,662
324971,2411,11,445
590213,2412,17,1398
464336,2413,15,928
602989,2414,16,864
952555,2415,13,712
125497,2416,16,936
436243,2417,11,383
61887,2418,12,615
848182,2419,14,1069
208353,2420,12,626
522558,2421,16,883
869375,2422,12,686
270630,2423,14,510
992881,2424,13,1026
762471,2425,14,512
359388,2426,15,817
114327,2427,14,809
878962,2428,12,553
796588,2429,13,439
253690,2430,14,689
499834,2431,14,798
781034,2432,12,551
177239,2433,12,1226
400110,2434,13,508
909961,2435,11,768
628266,2436,12,1242
624221,2437,12,856
325781,2438,14,630
535253,2439,15,1093
208628,2440,14,1284
186305,2441,13,1111
276817,2442,14,829
287994,2443,14,901
308422,2444,15,1272
586710,2445,13,1042
873890,2446,13,755
748149,2447,15,961
510599,2448,16,1398
434273,2449,14,998
587101,2450,15,542
78860,2451,16,1933
999437,2452,14,1571
128860,2453,12,826
461003,2454,13,1088
701099,2455,13,1481
871945,2456,14,1899
567639,2457,13,841
216288,2458,16,1894
65295,2459,12,713
963408,2460,12,1289
554362,2461,15,1258
54037,2462,14,1301
174491,2463,10,773
816134,2464,14,1193
585701,2465,14,771
67749,2466,15,1451
242120,2467,13,1093
902057,2468,14,1395
86904,2469,14,787
425058,2470,13,982
684474,2471,14,1294
322487,2472,14,1162
97006,2473,13,960
357425,2474,14,906
314157,2475,13,814
999101,2476,15,1309
684132,2477,16,915
357736,2478,13,657
850126,2479,11,899
925502,2480,14,1605
23032,2481,12,1033
539714,2482,14,1217
885542,2483,15,1548
843004,2484,12,1341
453581,2485,14,1536
968125,2486,13,1077
510705,2487,15,1136
8422,2488,14,1265
950570,2489,14,1233
212305,2490,15,1166
63309,2491,14,903
664669,2492,16,1534
632386,2493,16,1308
93452,2494,13,710
503694,2495,14,901
655845,2496,15,1008
97742,2497,13,775
56910,2498,14,1025
10286,2499,16,695
671013,2500,14,511
351958,2501,13,843
466527,2502,15,988
513570,2503,13,824
311130,2504,14,877
340176,2505,14,728
914920,2506,13,877
495495,2507,14,833
392094,2508,11,651
23135,2509,12,930
661845,2510,12,649
857723,2511,14,1216
598161,2512,14,795
251772,2513,12,744
411332,2514,13,783
690569,2515,11,867
783521,2516,12,945
559794,2517,15,973
658922,2518,16,504
47612,2519,15,1243
254524,2520,14,1002
581443,2521,15,929
409411,2522,12,590
635604,2523,14,842
982351,2524,11,862
298216,2525,15,890
356339,2526,13,543
578967,2527,12,372
511481,2528,13,288
21942,2529,11,563
282750,2530,15,1039
764990,2531,14,1013
628945,2532,13,1404
647964,2533,12,794
343841,2534,13,1054
423824,2535,13,1425
66512,2536,14,1023
109385,2537,14,1197
615179,2538,11,649
636109,2539,15,964
268701,2540,13,700
337834,2541,13,470
110779,2542,15,707
668352,2543,14,911
463924,2544,14,930
832273,2545,13,1071
862647,2546,14,811
508792,2547,13,826
119922,2548,11,623
160369,2549,15,1394
676966,2550,12,934
780880,2551,14,1005
790847,2552,14,755
667078,2553,13,248
459467,2554,12,747
99177,2555,16,877
932952,2556,13,1012
774930,2557,16,1397
551966,2558,14,934
274681,2559,13,577
998007,2560,16,1043
464129,2561,14,993
46024,2562,14,906
914045,2563,12,663
235810,2564,15,1016
423150,2565,11,354
734076,2566,14,1021
475018,2567,12,588
502093,2568,14,685
953150,2569,17,834
15597,2570,12,688
46977,2571,12,484
498157,2572,15,887
961258,2573,14,902
821679,2574,11,704
303457,2575,14,753
435803,2576,15,1020
761883,2577,15,925
326062,2578,12,851
258103,2579,13,939
851680,2580,13,834
376558,2581,15,905
752581,2582,14,1018
180976,2583,13,905
932963,2584,14,393
211799,2585,13,692
601276,2586,15,1301
917583,2587,10,401
595308,2588,16,935
995745,2589,11,802
718753,2590,11,833
455609,2591,12,851
473940,2592,15,1481
911507,2593,11,502
30849,2594,14,1393
459949,2595,15,1215
937804,2596,13,632
399407,2597,13,1081
73859,2598,14,1012
94290,2599,14,892
710470,2600,14,918
792916,2601,15,1076
242146,2602,16,1173
547369,2603,16,1282
687555,2604,15,1284
220483,2605,15,1029
433029,2606,12,1038
416866,2607,12,725
860474,2608,12,664
918654,2609,12,550
870205,2610,12,661
359178,2611,15,801
882914,2612,12,729
522892,2613,15,921
973850,2614,12,827
430817,2615,11,511
366428,2616,15,1060
842458,2617,12,948
449642,2618,12,723
266058,2619,16,1250
542272,2620,15,1108
885819,2621,11,612
79,2622,12,991
319643,2623,13,774
725315,2624,13,1045
430864,2625,13,596
245948,2626,15,1121
348372,2627,12,663
983682,2628,11,1002
360003,2629,15,1367
917004,2630,12,724
577645,2631,13,975
707757,2632,11,671
23277,2633,15,1796
812991,2634,13,1210
447368,2635,15,1313
88915,2636,12,959
877016,2637,15,1550
653841,2638,14,1410
874630,2639,13,1238
287365,2640,19,1844
428894,2641,13,971
904633,2642,15,1569
882614,2643,16,931
726314,2644,12,828
529392,2645,13,1172
940859,2646,12,1229
414823,2647,12,817
708639,2648,12,620
586611,2649,16,1303
710698,2650,11,403
481374,2651,17,1285
916808,2652,16,1044
684100,2653,14,969
464254,2654,15,1061
35747,2655,13,1003
62584,2656,13,1171
902556,2657,14,565
415373,2658,14,582
169526,2659,13,1436
644537,2660,11,797
354319,2661,12,807
415466,2662,17,461
518367,2663,13,1008
800888,2664,12,835
468975,2665,14,845
579415,2666,12,532
900515,2667,12,301
54288,2668,14,971
929101,2669,14,909
48039,2670,13,762
919250,2671,12,481
423473,2672,13,853
425055,2673,14,848
891701,2674,13,688
658238,2675,15,1120
285229,2676,14,691
4541,2677,15,907
430523,2678,14,700
891334,2679,14,299
146271,2680,14,1247
443782,2681,13,914
525712,2682,15,1511
621904,2683,13,1519
410680,2684,11,895
759647,2685,14,996
677760,2686,12,949
968021,2687,14,1569
310631,2688,14,1160
672347,2689,15,1426
345417,2690,15,1245
856149,2691,11,909
448036,2692,13,945
890999,2693,15,926
476144,2694,13,3119
224300,2695,14,1329
927194,2696,13,1219
907772,2697,13,661
493182,2698,13,1070
590397,2699,14,992
748015,2700,13,889
779399,2701,11,714
122907,2702,12,1002
921738,2703,16,980
401265,2704,12,851
321317,2705,15,1303
284165,2706,13,850
997222,2707,12,881
331806,2708,12,780
321112,2709,17,653
477357,2710,16,1056
622913,2711,14,1153
915920,2712,14,767
844471,2713,11,782
257518,2714,13,895
297955,2715,14,847
952963,2716,15,1435
82481,2717,14,1087
937131,2718,13,817
293108,2719,13,528
564548,2720,13,1081
853490,2721,13,1027
453571,2722,15,1154
701687,2723,12,912
365176,2724,13,740
999070,2725,13,1022
942900,2726,12,873
447575,2727,15,962
649607,2728,14,1264
450106,2729,14,808
876745,2730,14,1028
754650,2731,15,1439
988771,2732,13,1261
542570,2733,12,1008
718145,2734,13,1120
267122,2735,14,924
297721,2736,20,1532
315989,2737,14,1349
404542,2738,12,664
507186,2739,15,1312
546930,2740,13,901
440868,2741,12,907
30246,2742,11,1139
591902,2743,12,882
311270,2744,13,972
771434,2745,13,1235
487194,2746,14,1332
292187,2747,14,883
301150,2748,15,1152
639838,2749,13,1399
476113,2750,15,1042
687365,2751,12,1136
67460,2752,15,1556
497603,2753,13,1032
946640,2754,11,734
22239,2755,14,1312
11497,2756,12,858
55464,2757,15,1385
774536,2758,17,1582
37797,2759,13,925
738611,2760,11,985
870155,2761,15,1267
487180,2762,14,671
255486,2763,12,1063
217953,2764,16,1776
907545,2765,15,1252
535469,2766,12,873
729678,2767,13,1119
868349,2768,12,658
411601,2769,13,1074
197364,2770,13,952
938343,2771,12,955
576349,2772,16,1535
729414,2773,15,537
796219,2774,13,900
141151,2775,13,1338
82517,2776,15,1018
383171,2777,12,1012
871592,2778,14,1419
483004,2779,13,536
727612,2780,11,566
990600,2781,11,659
76743,2782,19,1290
792908,2783,14,1225
141529,2784,12,388
383091,2785,12,478
389827,2786,13,684
975186,2787,14,1363
702699,2788,12,914
218874,2789,15,1138
509633,2790,17,1660
5786,2791,12,808
148178,2792,11,715
473557,2793,15,1531
697434,2794,13,779
242350,2795,16,1402
179613,2796,11,1036
335929,2797,16,1422
615986,2798,11,975
112417,2799,14,1525
48689,2800,14,1108
210878,2801,16,1312
694265,2802,13,1589
57224,2803,13,2983
328466,2804,15,872
379106,2805,15,1363
954558,2806,13,1097
814473,2807,13,3893
231505,2808,15,1155
430502,2809,16,1519
825579,2810,10,902
296395,2811,13,887
739474,2812,16,1551
216086,2813,14,924
73953,2814,15,1582
400589,2815,14,3720
306425,2816,12,1079
770470,2817,15,1612
924977,2818,13,1545
603346,2819,17,2083
204593,2820,13,1057
211768,2821,16,1439
596531,2822,14,1247
543482,2823,12,4004
807385,2824,15,1972
818426,2825,13,1030
954951,2826,14,1311
991917,2827,15,2206
243083,2828,14,1679
298733,2829,14,1229
958118,2830,14,1128
278192,2831,15,4568
801609,2832,12,1061
263104,2833,13,1064
679011,2834,14,1215
616857,2835,13,1052
255622,2836,14,1048
83738,2837,15,1295
861700,2838,15,1677
991455,2839,13,2829
428047,2840,12,1101
364663,2841,13,1178
352567,2842,13,854
238731,2843,14,771
279380,2844,13,1310
623466,2845,12,943
215027,2846,16,1156
895499,2847,14,4416
581783,2848,13,1131
709824,2849,15,2369
232620,2850,13,1065
68517,2851,16,1908
722992,2852,11,909
257797,2853,17,1630
977458,2854,13,1746
323593,2855,11,4111
256954,2856,14,486
423968,2857,12,942
743143,2858,15,1409
823871,2859,13,1551
371742,2860,18,1308
234777,2861,14,906
985179,2862,11,1084
445055,2863,11,4095
535866,2864,12,877
22844,2865,16,1942
254662,2866,14,901
936287,2867,11,697
778925,2868,15,1476
576021,2869,15,1359
659169,2870,17,2588
836455,2871,10,3411
593025,2872,13,838
951066,2873,15,1213
412321,2874,12,861
278144,2875,15,1216
574134,2876,12,868
263784,2877,16,1262
10705,2878,13,1522
264551,2879,14,431
798822,2880,15,1710
306699,2881,12,1186
979727,2882,11,1226
38875,2883,12,1175
818310,2884,11,1048
635922,2885,14,1728
886218,2886,13,1536
68779,2887,13,1069
12266,2888,12,849
918351,2889,14,1466
194024,2890,14,1288
832587,2891,14,1493
194595,2892,16,517
186215,2893,15,1646
422289,2894,12,1211
484918,2895,13,1213
71636,2896,14,1054
774197,2897,14,1360
413021,2898,14,1645
343738,2899,15,1468
580341,2900,13,1028
3113,2901,13,1605
492899,2902,19,2073
749853,2903,13,1133
607283,2904,14,1240
371644,2905,16,1533
437679,2906,13,1525
947883,2907,15,1506
718965,2908,13,1293
326671,2909,12,855
379985,2910,12,690
537501,2911,12,848
492858,2912,16,464
325919,2913,15,1129
590738,2914,13,784
948904,2915,12,346
967902,2916,15,1595
849191,2917,14,1246
690754,2918,13,1308
594015,2919,13,567
992380,2920,12,791
595,2921,14,944
412269,2922,14,1084
421125,2923,16,1251
140588,2924,13,1152
220956,2925,22,1592
594348,2926,13,356
206067,2927,15,906
337581,2928,15,924
673284,2929,13,978
226583,2930,15,625
520610,2931,18,1102
562910,2932,17,1202
435248,2933,14,1177
526360,2934,16,852
526358,2935,16,402
50471,2936,15,1300
926941,2937,13,1139
138907,2938,12,228
603304,2939,16,7784
736117,2940,15,952
81152,2941,13,850
358753,2942,17,1071
519918,2943,14,247
480226,2944,12,732
952254,2945,12,615
994164,2946,12,595
949320,2947,13,760
150834,2948,14,1031
371333,2949,17,569
836533,2950,12,643
526858,2951,17,593
157497,2952,12,1219
454277,2953,12,835
341649,2954,14,745
492481,2955,17,622
416347,2956,12,474
485455,2957,12,747
845458,2958,13,764
359972,2959,16,1018
94252,2960,15,927
52040,2961,18,1042
974994,2962,15,1015
736857,2963,12,258
282741,2964,14,1047
620681,2965,15,1214
743754,2966,17,1130
277856,2967,16,951
381592,2968,12,813
756823,2969,13,693
240968,2970,18,1135
178016,2971,11,707
581771,2972,15,851
601146,2973,18,755
455103,2974,14,969
600396,2975,16,391
445888,2976,16,1230
693372,2977,14,1042
570360,2978,14,747
61682,2979,15,973
445669,2980,13,331
354048,2981,12,417
965095,2982,11,560
280544,2983,13,589
624391,2984,16,883
791868,2985,16,1117
467544,2986,13,811
540531,2987,12,789
806802,2988,18,1096
821716,2989,13,951
199432,2990,14,751
257661,2991,16,1024
408435,2992,14,1022
322452,2993,14,905
84112,2994,16,822
86290,2995,13,544
917982,2996,14,1000
678090,2997,12,734
712252,2998,14,1249
56880,2999,12,581
864619,3000,11,707
384958,3001,14,820
993594,3002,14,779
974664,3003,14,577
759771,3004,13,781
633807,3005,14,978
676206,3006,12,657
277229,3007,13,332
482041,3008,16,884
110444,3009,14,1221
178211,3010,15,537
901976,3011,13,1312
857948,3012,13,936
230763,3013,16,735
700379,3014,16,1733
728085,3015,13,965
338761,3016,17,1261
602121,3017,14,739
817159,3018,13,766
583246,3019,12,3745
963765,3020,14,1031
171647,3021,11,976
981906,3022,12,458
269682,3023,14,991
948967,3024,14,1219
990333,3025,13,880
953687,3026,16,1058
769602,3027,15,1227
796860,3028,13,810
245958,3029,16,1347
556212,3030,15,1173
655032,3031,12,823
109829,3032,16,1114
67303,3033,13,738
972982,3034,14,790
97044,3035,14,1069
481803,3036,13,956
467413,3037,16,1063
59251,3038,13,687
248196,3039,13,219
370930,3040,13,773
253410,3041,14,853
469879,3042,13,496
55087,3043,13,801
539323,3044,15,822
789468,3045,14,904
434070,3046,12,808
173470,3047,14,993
986403,3048,13,767
695618,3049,12,593
798177,3050,16,971
514311,3051,14,831
807849,3052,15,926
727844,3053,13,685
566963,3054,16,1046
708408,3055,12,694
793453,3056,14,665
19286,3057,13,860
490731,3058,15,1191
96541,3059,12,365
638580,3060,15,963
739280,3061,14,904
68276,3062,15,678
426094,3063,15,960
82888,3064,15,780
758757,3065,14,977
62463,3066,17,1188
907063,3067,14,1133
952508,3068,14,998
256542,3069,15,727
412498,3070,15,1105
975237,3071,12,607
579853,3072,17,1443
327155,3073,12,1018
365690,3074,16,1090
594538,3075,16,1204
452964,3076,15,1444
725157,3077,15,1116
67100,3078,15,1246
720302,3079,16,1599
339449,3080,13,1118
364155,3081,15,1157
338666,3082,15,860
842706,3083,17,1737
681297,3084,13,1405
708566,3085,14,1019
260657,3086,13,1036
317761,3087,16,1584
850791,3088,13,1391
812851,3089,14,1431
510414,3090,13,1122
151446,3091,12,1120
562345,3092,17,1308
407741,3093,13,1403
614849,3094,13,1455
664900,3095,15,1820
870873,3096,13,1250
38797,3097,15,1424
932377,3098,16,1949
28006,3099,15,1765
956308,3100,19,1314
424127,3101,12,1198
613199,3102,16,1874
596644,3103,14,914
30320,3104,15,1111
552434,3105,14,860
332847,3106,14,1338
325822,3107,14,980
227070,3108,16,1504
831963,3109,13,1000
547249,3110,16,1119
936312,3111,12,751
655599,3112,12,1058
888262,3113,15,1519
429798,3114,15,1473
333155,3115,12,774
673426,3116,15,1557
982379,3117,14,1433
285262,3118,15,1241
236099,3119,18,1511
59579,3120,13,1261
909481,3121,19,1526
713606,3122,11,688
955170,3123,13,994
89984,3124,13,1330
969890,3125,13,929
224926,3126,15,864
349232,3127,12,1072
888541,3128,14,729
730994,3129,14,1228
433929,3130,14,1100
479317,3131,13,990
193399,3132,18,1262
784076,3133,15,1527
328110,3134,15,1071
765077,3135,15,1724
612093,3136,14,1731
323123,3137,11,685
660763,3138,15,1768
305823,3139,14,1343
127595,3140,14,1420
322067,3141,14,1276
977369,3142,15,1691
333554,3143,14,736
832552,3144,11,753
707642,3145,13,1165
584282,3146,12,1046
583597,3147,14,507
598864,3148,14,939
996854,3149,13,1084
769615,3150,16,1742
886641,3151,15,1034
555148,3152,15,1937
99467,3153,13,1293
826262,3154,12,902
806708,3155,16,1550
334940,3156,15,764
532433,3157,13,924
153169,3158,11,970
437477,3159,12,1151
808822,3160,15,1429
383400,3161,15,1484
106706,3162,11,830
292279,3163,15,1713
466504,3164,13,1437
740761,3165,12,994
643698,3166,13,1330
218637,3167,14,1473
471386,3168,12,451
139979,3169,15,1319
638337,3170,13,1084
20416,3171,13,1232
415311,3172,13,1313
653471,3173,15,990
970647,3174,13,851
144464,3175,17,764
778954,3176,16,1367
257960,3177,17,1425
632201,3178,15,858
536228,3179,14,779
664750,3180,18,1149
328010,3181,14,1029
905591,3182,12,795
20927,3183,12,361
677885,3184,16,1012
869166,3185,14,1648
668291,3186,15,591
252034,3187,14,956
635810,3188,14,694
732703,3189,13,1229
913756,3190,11,845
496600,3191,12,660
868170,3192,14,712
122692,3193,12,675
600184,3194,17,2091
610049,3195,13,555
133164,3196,15,1543
209082,3197,15,1187
798816,3198,13,782
441279,3199,12,772
593002,3200,15,1189
644494,3201,14,762
244197,3202,14,765
387223,3203,14,1393
403855,3204,15,1057
419156,3205,13,981
994736,3206,15,1390
397252,3207,15,1424
958776,3208,14,1105
470566,3209,13,758
850807,3210,13,890
343806,3211,17,1208
307088,3212,13,912
213692,3213,18,1377
208780,3214,15,479
624417,3215,15,1128
401140,3216,14,505
299877,3217,13,895
384271,3218,16,1008
36414,3219,15,1395
88821,3220,14,945
35424,3221,12,599
952004,3222,11,758
853179,3223,13,753
961531,3224,15,627
558489,3225,15,938
143487,3226,13,677
464807,3227,13,718
376070,3228,18,1442
95043,3229,14,962
245308,3230,13,710
56286,3231,15,1228
123920,3232,15,891
43726,3233,13,790
608075,3234,14,967
351125,3235,14,925
91407,3236,15,699
974022,3237,15,1285
93736,3238,15,885
483395,3239,13,823
86807,3240,16,609
487624,3241,13,646
46185,3242,15,633
169517,3243,13,1465
617947,3244,13,1010
642273,3245,13,492
814480,3246,13,832
909708,3247,14,953
18643,3248,12,732
712260,3249,15,1020
669056,3250,12,490
749340,3251,16,1275
361338,3252,15,762
285352,3253,16,1087
303117,3254,14,671
74756,3255,13,628
628527,3256,12,837
355772,3257,12,535
994540,3258,19,803
941149,3259,13,996
222587,3260,15,1035
13256,3261,15,832
229321,3262,17,1093
661920,3263,13,753
376370,3264,14,581
700641,3265,14,954
148664,3266,11,665
788593,3267,12,862
787698,3268,12,296
443336,3269,14,928
533635,3270,17,1110
762818,3271,12,672
742857,3272,14,721
556513,3273,16,1045
452514,3274,15,946
407525,3275,13,764
621683,3276,15,779
908939,3277,14,448
845192,3278,11,735
786354,3279,14,587
513152,3280,15,909
249056,3281,12,747
122522,3282,14,804
67409,3283,15,945
371604,3284,15,753
930570,3285,14,970
208826,3286,16,729
105061,3287,14,1062
861960,3288,14,1082
275712,3289,14,827
872066,3290,14,934
983894,3291,15,937
415023,3292,15,1100
48604,3293,14,822
413133,3294,14,702
14584,3295,15,613
833971,3296,14,840
468251,3297,13,568
384495,3298,15,636
684637,3299,12,907
765597,3300,14,779
468976,3301,16,648
309252,3302,13,789
177524,3303,13,1182
777331,3304,13,676
976133,3305,15,848
1446,3306,13,905
353436,3307,14,907
978491,3308,13,565
760015,3309,12,374
558712,3310,14,511
901961,3311,15,1182
955678,3312,16,1067
785100,3313,12,731
82847,3314,16,808
42641,3315,15,1062
413032,3316,13,216
18012,3317,14,367
884689,3318,12,662
82388,3319,14,387
62252,3320,12,462
883333,3321,12,631
206598,3322,14,812
546436,3323,11,503
303893,3324,14,745
821450,3325,14,844
105115,3326,16,520
59382,3327,14,778
771023,3328,13,586
355892,3329,14,476
873293,3330,17,1033
711795,3331,13,466
467985,3332,15,371
156401,3333,11,679
680909,3334,13,868
962553,3335,16,1147
516809,3336,12,468
572601,3337,14,901
197316,3338,15,752
118744,3339,12,518
4865,3340,12,685
240676,3341,13,745
29060,3342,13,563
585937,3343,16,1036
291997,3344,13,561
588949,3345,15,952
505104,3346,16,1327
948505,3347,14,921
277873,3348,15,1002
212564,3349,14,790
295492,3350,15,787
624894,3351,12,545
11708,3352,14,654
16506,3353,14,536
180962,3354,13,870
465441,3355,13,324
393541,3356,13,751
828229,3357,12,843
131643,3358,11,627
284897,3359,13,722
430097,3360,16,1490
981579,3361,12,500
181559,3362,12,281
431001,3363,14,640
498110,3364,16,1079
294732,3365,16,279
930241,3366,12,955
239231,3367,15,354
630464,3368,13,743
352544,3369,16,1019
466641,3370,17,640
321005,3371,15,995
199477,3372,16,761
590287,3373,16,693
637719,3374,12,538
570556,3375,15,811
431974,3376,13,1776
337791,3377,14,731
190849,3378,12,650
45452,3379,16,884
45660,3380,15,709
583752,3381,15,884
18857,3382,12,552
124769,3383,13,698
451933,3384,16,1018
546980,3385,16,1273
857758,3386,14,901
44648,3387,17,454
337730,3388,15,257
213250,3389,17,754
398286,3390,12,601
839127,3391,11,772
235766,3392,15,905
215673,3393,17,1239
653197,3394,13,715
283826,3395,13,621
701069,3396,15,1235
773913,3397,16,1270
245764,3398,13,494
306793,3399,13,573
134398,3400,15,1248
469214,3401,15,601
988025,3402,14,1298
639071,3403,12,571
732223,3404,15,1362
366846,3405,15,1209
395702,3406,12,669
344389,3407,15,749
606395,3408,16,1028
287202,3409,15,944
173465,3410,14,926
350117,3411,13,570
403955,3412,15,1290
569201,3413,13,768
256568,3414,16,1363
871867,3415,12,736
775278,3416,14,409
942919,3417,14,1194
17710,3418,14,734
152701,3419,13,930
369886,3420,15,670
932164,3421,15,1156
430534,3422,13,413
740284,3423,12,628
263761,3424,16,1014
302849,3425,14,641
594243,3426,13,796
296418,3427,15,691
320080,3428,13,888
66846,3429,15,1074
545546,3430,12,669
743451,3431,15,1114
496024,3432,14,1250
571319,3433,14,702
37229,3434,13,743
805393,3435,15,1096
177522,3436,14,791
333237,3437,13,879
625429,3438,14,1300
629583,3439,12,1083
331569,3440,14,984
253568,3441,14,799
766219,3442,15,1191
669895,3443,13,752
285704,3444,15,938
903890,3445,13,806
12707,3446,12,946
358191,3447,15,870
799365,3448,14,857
397351,3449,14,1008
141317,3450,12,635
571717,3451,14,831
13806,3452,13,552
119825,3453,13,918
147289,3454,11,539
223668,3455,14,917
873399,3456,15,1005
350247,3457,15,726
829199,3458,13,1007
585551,3459,14,839
295133,3460,17,1103
135389,3461,13,524
932488,3462,12,686
470138,3463,13,724
198753,3464,16,1097
101423,3465,11,589
622436,3466,13,848
532584,3467,15,1079
306404,3468,15,927
172792,3469,12,560
852009,3470,13,929
37758,3471,13,843
69212,3472,15,1133
573279,3473,13,866
211468,3474,15,738
774742,3475,16,1033
673328,3476,16,1442
651120,3477,13,764
372256,3478,13,1991
977953,3479,15,1349
908982,3480,17,1808
146889,3481,11,628
472152,3482,16,1484
954788,3483,13,1019
786694,3484,15,1681
388843,3485,13,1143
347706,3486,13,627
239523,3487,16,1425
514939,3488,13,954
866736,3489,13,931
615395,3490,12,1000
939099,3491,13,1151
46982,3492,14,1357
423004,3493,11,893
708017,3494,12,996
358632,3495,16,1387
421422,3496,11,500
259275,3497,13,1035
570256,3498,13,971
307655,3499,13,1134
593896,3500,13,711
572298,3501,16,1067
373476,3502,14,735
415350,3503,16,1750
253390,3504,13,757
857154,3505,16,1267
193488,3506,17,1418
126776,3507,13,1322
177599,3508,15,1484
779087,3509,15,1234
722977,3510,13,1020
24500,3511,14,1219
912916,3512,11,894
515120,3513,15,1343
466395,3514,14,1116
892413,3515,13,1078
557370,3516,13,1085
648855,3517,13,842
542110,3518,14,1043
630381,3519,15,1525
284209,3520,15,1570
815135,3521,12,1318
833459,3522,14,1369
711978,3523,16,1467
93600,3524,16,2009
705437,3525,13,980
168761,3526,14,1468
52746,3527,13,1214
766162,3528,15,1378
462606,3529,12,679
999718,3530,12,1322
904467,3531,15,1440
154385,3532,14,1647
892848,3533,15,1162
176828,3534,17,1240
190299,3535,13,1286
837533,3536,11,1073
775918,3537,15,1528
236683,3538,17,1887
894350,3539,14,1154
516105,3540,14,1568
433715,3541,15,1550
206044,3542,17,1761
222158,3543,18,1625
81779,3544,14,1115
742624,3545,14,1134
984897,3546,13,1518
18997,3547,15,1550
497694,3548,15,1350
933592,3549,12,804
744887,3550,13,843
566198,3551,13,1180
155630,3552,14,1001
468280,3553,15,1023
450421,3554,15,1208
328417,3555,16,1697
600639,3556,14,1767
835620,3557,13,956
248148,3558,15,1427
450053,3559,16,949
332514,3560,14,1081
79933,3561,13,808
278874,3562,13,921
101487,3563,13,1047
853684,3564,14,1287
359662,3565,13,956
556132,3566,14,1467
527313,3567,16,1592
619677,3568,12,1203
455014,3569,15,1314
476272,3570,13,877
959742,3571,14,1785
84066,3572,16,1440
460256,3573,15,1101
758596,3574,15,1558
240466,3575,14,1018
108648,3576,13,1080
959901,3577,14,643
740671,3578,14,955
548399,3579,13,867
270918,3580,13,778
134196,3581,16,1379
578746,3582,14,1166
306146,3583,16,1339
478853,3584,17,939
294400,3585,14,1622
611739,3586,14,1076
197795,3587,17,1332
666231,3588,13,1072
477431,3589,14,478
875574,3590,14,1139
945723,3591,13,1366
290929,3592,12,611
562714,3593,16,1318
402079,3594,13,1342
85056,3595,13,788
332710,3596,15,1134
905160,3597,12,1238
592784,3598,14,1018
870012,3599,16,1648
989665,3600,13,1341
318702,3601,13,926
216243,3602,16,1774
564140,3603,13,673
359326,3604,17,1666
301017,3605,16,1123
515854,3606,16,1404
906852,3607,14,791
767046,3608,14,1033
659500,3609,15,1313
587017,3610,13,849
529424,3611,16,1545
231494,3612,16,1359
191277,3613,16,927
242844,3614,13,981
152789,3615,11,611
251915,3616,15,787
228089,3617,13,719
489625,3618,15,1287
687765,3619,12,1300
474395,3620,16,1150
119192,3621,13,1122
311315,3622,15,1252
853265,3623,13,1078
671699,3624,15,1312
13035,3625,13,944
653674,3626,16,1371
894442,3627,15,1206
560697,3628,14,942
629122,3629,15,1628
272436,3630,12,780
938816,3631,14,1365
970941,3632,17,1356
674314,3633,13,1483
859786,3634,12,823
560699,3635,16,475
817937,3636,13,1423
109155,3637,11,990
256108,3638,14,1011
434408,3639,13,1219
975394,3640,16,960
49424,3641,12,914
544722,3642,15,1322
530363,3643,13,741
992625,3644,15,1265
324040,3645,13,824
504848,3646,13,1061
216563,3647,14,895
76243,3648,16,1243
454249,3649,14,1851
374756,3650,17,1670
896475,3651,13,1055
313601,3652,12,876
141452,3653,14,1551
133600,3654,12,989
489260,3655,16,909
45725,3656,13,988
52531,3657,12,609
823150,3658,12,1261
199568,3659,16,1359
979906,3660,12,684
264927,3661,13,1236
431365,3662,12,885
599361,3663,16,1586
233350,3664,16,1322
131327,3665,13,1197
274151,3666,14,1217
821264,3667,12,1043
880143,3668,14,1377
624130,3669,13,1089
172564,3670,11,1250
700930,3671,14,1464
558798,3672,16,1058
487502,3673,15,1295
153551,3674,13,2031
847252,3675,12,1431
358109,3676,18,2904
169097,3677,14,1521
844298,3678,13,868
405344,3679,12,1119
437233,3680,14,1375
995860,3681,14,1450
40624,3682,14,1569
743704,3683,17,2372
849468,3684,15,1677
66391,3685,14,1102
234127,3686,16,1202
533102,3687,14,1626
479202,3688,14,1308
28727,3689,12,968
353889,3690,14,1539
636886,3691,12,903
81749,3692,17,1789
844644,3693,13,838
921269,3694,15,1880
23139,3695,13,1021
335119,3696,18,1817
826000,3697,12,961
815423,3698,16,1551
120334,3699,12,1039
654379,3700,13,912
910394,3701,13,1027
622648,3702,16,1772
706582,3703,13,1179
450017,3704,15,1409
927848,3705,12,852
628211,3706,14,816
886465,3707,15,1097
621916,3708,13,296
890931,3709,12,891
